LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 113201, 0, 66.48704516744552, 66.66666666666666, 66.42836338602484,
1, 291215, 0, 8.31001150352832, 8.333333333333332, 8.302456429257582,
2, 226403, 0, 78.79911288965056, 79.01234567901234, 78.72991216121463,
3, 152159, 0, 8.244007912775452, 8.333333333333332, 8.215445876558734,
4, 209219, 0, 85.2712017338557, 86.19528619528619, 84.97592502622366,
5, 283199, 0, 8.237317222165332, 8.333333333333332, 8.206686930091186,
6, 383569, 0, 93.02292706425992, 94.03122130394857, 92.70100911951673,
7, 78527, 0, 7.987061774930916, 8.333333333333332, 7.880981101728992,
8, 197955, 0, 90.123288401685, 94.03122130394857, 88.92699336826982,
9, 136319, 0, 7.934330504185037, 8.333333333333332, 7.813222376329172,
10, 395911, 0, 90.12306076646294, 94.03122130394857, 88.92699336826982,
11, 44159, 0, 7.101610090808216, 8.333333333333332, 6.77731673582296,
12, 217579, 0, 81.99484120965514, 96.2179938924125, 78.25197843532302,
13, 68351, 0, 6.741671665374318, 8.333333333333332, 6.349206349206349,
14, 425269, 0, 83.90150965885384, 98.45562165735232, 80.07179188730728,
15, 68351, 0, 6.741671665374318, 8.333333333333332, 6.349206349206349,
16, 425269, 0, 83.90150965885384, 98.45562165735232, 80.07179188730728,
17, 68351, 0, 6.741671665374318, 8.333333333333332, 6.349206349206349,
18, 425269, 0, 83.90150965885384, 98.45562165735232, 80.07179188730728,
19, 68351, 0, 6.741671665374318, 8.333333333333332, 6.349206349206349,
20, 425269, 0, 83.90150965885384, 98.45562165735232, 80.07179188730728,
21, 68351, 0, 6.741671665374318, 8.333333333333332, 6.349206349206349,
22, 425269, 0, 83.90150965885384, 98.45562165735232, 80.07179188730728,
23, 31871, 0, 4.9198330770920276, 8.333333333333332, 4.343971631205674,
24, 306933, 0, 58.12459251874368, 98.45562165735232, 51.322611289470885,
25, 33023, 0, 1.7442388638221846, 8.333333333333332, 1.3888888888888888,
26, 613867, 0, 58.1244978327734, 98.45562165735232, 51.322611289470885,
