LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 40571, 0, 1.630474969806019, 21.09375, 1.2476894639556377,
1, 109154, 0, 0.1948580102424098, 74.62993421052632, 0.14633320433436534,
2, 43707, 0, 3.5875260255794266, 25.0, 2.7923211169284468,
3, 47874, 0, 0.2302920165434265, 88.2, 0.17294117647058826,
4, 12749, 0, 12.299003843438701, 49.0, 9.846153846153847,
5, 79280, 0, 0.2586166120080727, 99.04891304347827, 0.1942135549872123,
6, 12749, 0, 24.598007686877402, 98.0, 19.692307692307693,
7, 24128, 0, 0.22846899867374004, 87.5, 0.1715686274509804,
8, 4465, 0, 35.11758118701008, 87.5, 29.281045751633982,
9, 41363, 0, 0.22982496434011074, 88.02083333333334, 0.17258986928104575,
10, 8931, 0, 35.113649087448216, 87.5, 29.281045751633982,
11, 13787, 0, 0.1999165880902299, 76.5625, 0.15012254901960786,
12, 3575, 0, 43.86013986013986, 76.5625, 38.39373163565132,
13, 27575, 0, 0.1468721668177697, 56.25, 0.11029411764705882,
14, 7151, 0, 43.85400643266676, 76.5625, 38.39373163565132,
15, 27575, 0, 0.1468721668177697, 56.25, 0.11029411764705882,
16, 7151, 0, 43.85400643266676, 76.5625, 38.39373163565132,
17, 27575, 0, 0.1468721668177697, 56.25, 0.11029411764705882,
18, 7151, 0, 43.85400643266676, 76.5625, 38.39373163565132,
19, 27575, 0, 0.1468721668177697, 56.25, 0.11029411764705882,
20, 7151, 0, 43.85400643266676, 76.5625, 38.39373163565132,
21, 27575, 0, 0.1468721668177697, 56.25, 0.11029411764705882,
22, 7151, 0, 43.85400643266676, 76.5625, 38.39373163565132,
23, 13787, 0, 0.09995829404511496, 38.28125, 0.07506127450980393,
24, 5623, 0, 27.885470389471813, 38.28125, 25.570776255707763,
25, 27575, 0, 0.018359020852221214, 7.03125, 0.013786764705882353,
26, 11247, 0, 27.88299101982751, 38.28125, 25.570776255707763,
